State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,17/02/2026,690.0,867.0,753.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,18/02/2026,593.0,813.0,709.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,19/02/2026,688.0,924.0,806.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,20/02/2026,627.0,777.0,681.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,21/02/2026,611.0,857.0,750.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,22/02/2026,678.0,943.0,795.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,23/02/2026,567.0,835.0,716.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,24/02/2026,721.0,910.0,782.0
Maharashtra,Pune,PUNE,tomato,Hybrid,FAQ,25/02/2026,584.0,813.0,725.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,26/02/2026,537.0,712.0,631.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,27/02/2026,680.0,950.0,806.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,28/02/2026,765.0,897.0,840.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,01/03/2026,815.0,1033.0,892.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,02/03/2026,942.0,1140.0,
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,03/03/2026,1040.0,1181.0,1093.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,04/03/2026,871.0,1077.0,1003.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,05/03/2026,920.0,1126.0,1035.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,06/03/2026,902.0,1095.0,954.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,07/03/2026,897.0,1106.0,974.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,08/03/2026,904.0,1193.0,1051.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,09/03/2026,840.0,1070.0,940.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,10/03/2026,810.0,1019.0,887.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,11/03/2026,772.0,919.0,860.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,12/03/2026,687.0,903.0,754.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,13/03/2026,786.0,996.0,918.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,14/03/2026,793.0,1036.0,936.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,15/03/2026,714.0,943.0,848.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,16/03/2026,873.0,1026.0,940.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,17/03/2026,909.0,1080.0,1023.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,18/03/2026,922.0,1169.0,1072.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,19/03/2026,744.0,969.0,876.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,20/03/2026,775.0,1005.0,914.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,21/03/2026,922.0,1145.0,1032.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,22/03/2026,875.0,986.0,934.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,23/03/2026,774.0,985.0,911.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,24/03/2026,891.0,1074.0,973.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,25/03/2026,831.0,1043.0,897.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,26/03/2026,963.0,1078.0,
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,27/03/2026,929.0,1090.0,981.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,28/03/2026,1033.0,1176.0,1084.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,29/03/2026,707.0,923.0,829.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,30/03/2026,618.0,858.0,
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,31/03/2026,747.0,892.0,818.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,01/04/2026,825.0,993.0,917.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,02/04/2026,818.0,1072.0,955.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,03/04/2026,824.0,1007.0,894.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,04/04/2026,546.0,782.0,632.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,05/04/2026,343.0,592.0,450.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,06/04/2026,170.0,395.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,07/04/2026,258.0,426.0,357.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,08/04/2026,407.0,578.0,503.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,09/04/2026,335.0,583.0,480.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,10/04/2026,424.0,641.0,537.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,11/04/2026,448.0,620.0,508.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,12/04/2026,329.0,552.0,424.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,13/04/2026,282.0,516.0,373.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,14/04/2026,209.0,422.0,330.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,15/04/2026,152.0,417.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,16/04/2026,224.0,412.0,
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,17/04/2026,271.0,468.0,346.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,18/04/2026,172.0,417.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,19/04/2026,320.0,461.0,378.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,20/04/2026,325.0,549.0,400.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,21/04/2026,415.0,604.0,533.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,22/04/2026,396.0,548.0,470.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,23/04/2026,288.0,478.0,340.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,24/04/2026,153.0,384.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,25/04/2026,321.0,452.0,386.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,26/04/2026,304.0,545.0,433.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,27/04/2026,363.0,531.0,444.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,28/04/2026,275.0,533.0,402.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,29/04/2026,363.0,581.0,454.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,30/04/2026,345.0,583.0,443.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,01/05/2026,257.0,523.0,388.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,02/05/2026,362.0,586.0,441.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,03/05/2026,541.0,708.0,656.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,04/05/2026,617.0,817.0,763.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,05/05/2026,711.0,960.0,828.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,06/05/2026,787.0,942.0,838.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,07/05/2026,774.0,949.0,831.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,08/05/2026,445.0,672.0,545.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,09/05/2026,323.0,505.0,438.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,10/05/2026,297.0,545.0,434.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,11/05/2026,250.0,438.0,363.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,12/05/2026,236.0,498.0,366.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,13/05/2026,271.0,491.0,366.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,14/05/2026,340.0,508.0,403.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,15/05/2026,233.0,460.0,325.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,16/05/2026,198.0,394.0,334.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,17/05/2026,175.0,375.0,312.0
Maharashtra,Pune,PUNE,tomato,Hybrid,FAQ,18/05/2026,178.0,360.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,19/05/2026,171.0,373.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,20/05/2026,301.0,489.0,415.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,21/05/2026,413.0,613.0,
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,22/05/2026,401.0,573.0,510.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,23/05/2026,284.0,530.0,404.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,24/05/2026,320.0,482.0,381.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,25/05/2026,335.0,528.0,
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,26/05/2026,306.0,540.0,441.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,27/05/2026,207.0,475.0,342.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,28/05/2026,210.0,383.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,29/05/2026,474.0,677.0,548.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,30/05/2026,421.0,603.0,520.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,31/05/2026,352.0,578.0,497.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,01/06/2026,394.0,557.0,461.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,02/06/2026,399.0,590.0,504.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,03/06/2026,234.0,476.0,329.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,04/06/2026,226.0,396.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,05/06/2026,174.0,371.0,300.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,06/06/2026,344.0,534.0,428.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,07/06/2026,321.0,515.0,391.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,08/06/2026,333.0,540.0,418.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,09/06/2026,314.0,537.0,396.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,10/06/2026,283.0,440.0,382.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,11/06/2026,295.0,509.0,365.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,12/06/2026,218.0,464.0,360.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,13/06/2026,304.0,501.0,381.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,14/06/2026,405.0,521.0,460.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,15/06/2026,303.0,503.0,353.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,16/06/2026,305.0,486.0,406.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,17/06/2026,396.0,539.0,461.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,18/06/2026,479.0,641.0,583.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,19/06/2026,472.0,584.0,524.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,20/06/2026,472.0,716.0,586.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,21/06/2026,476.0,659.0,573.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,22/06/2026,422.0,622.0,523.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,23/06/2026,453.0,711.0,566.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,24/06/2026,617.0,728.0,672.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,25/06/2026,814.0,936.0,883.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,26/06/2026,897.0,1095.0,961.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,27/06/2026,982.0,1127.0,1047.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,28/06/2026,910.0,1084.0,985.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,29/06/2026,772.0,1012.0,863.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,30/06/2026,822.0,1011.0,877.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,01/07/2026,729.0,933.0,830.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,02/07/2026,648.0,800.0,718.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,03/07/2026,630.0,810.0,739.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,04/07/2026,613.0,742.0,677.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,05/07/2026,644.0,878.0,764.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,06/07/2026,614.0,822.0,688.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,07/07/2026,659.0,787.0,730.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,08/07/2026,519.0,776.0,661.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,09/07/2026,747.0,951.0,806.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,10/07/2026,642.0,787.0,732.0
Maharashtra,Pune,Pune,Tomato,Hybrid,FAQ,11/07/2026,522.0,684.0,622.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,24/12/2025,1271.0,1528.0,1398.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,25/12/2025,1232.0,1384.0,1297.0
Maharashtra,Nashik,NASHIK,tomato,Hybrid,FAQ,26/12/2025,1075.0,1326.0,1205.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,27/12/2025,1102.0,1258.0,1171.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,28/12/2025,1133.0,1344.0,1195.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,29/12/2025,993.0,1210.0,1121.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,30/12/2025,1091.0,1263.0,1196.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,31/12/2025,1122.0,1344.0,1210.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,01/01/2026,1194.0,1470.0,1331.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,02/01/2026,1306.0,1507.0,1448.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,03/01/2026,1471.0,1708.0,1597.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,04/01/2026,1558.0,1755.0,1625.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,05/01/2026,1489.0,1652.0,1585.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,06/01/2026,1522.0,1658.0,1606.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,07/01/2026,1593.0,1821.0,1705.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,08/01/2026,1374.0,1580.0,1508.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,09/01/2026,1360.0,1568.0,1508.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,10/01/2026,1539.0,1733.0,1619.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,11/01/2026,1614.0,1776.0,1671.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,12/01/2026,1544.0,1768.0,1653.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,13/01/2026,1452.0,1655.0,1586.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,14/01/2026,1333.0,1572.0,1466.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,15/01/2026,1466.0,1644.0,1537.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,16/01/2026,1488.0,1718.0,1625.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,17/01/2026,1556.0,1709.0,1620.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,18/01/2026,1520.0,1747.0,1665.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,19/01/2026,1484.0,1687.0,1606.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,20/01/2026,1457.0,1679.0,1585.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,21/01/2026,1635.0,1817.0,1723.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,22/01/2026,1627.0,1802.0,
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,23/01/2026,1753.0,1941.0,1839.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,24/01/2026,1733.0,1927.0,1850.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,25/01/2026,1754.0,1984.0,1876.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,26/01/2026,1747.0,1915.0,1862.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,27/01/2026,1775.0,1966.0,1880.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,28/01/2026,2037.0,2164.0,2095.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,29/01/2026,1988.0,2140.0,2085.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,30/01/2026,2082.0,2258.0,2136.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,31/01/2026,2126.0,2324.0,2200.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,01/02/2026,2413.0,2549.0,2480.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,02/02/2026,2243.0,2433.0,2318.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,03/02/2026,2173.0,2420.0,2288.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,04/02/2026,2145.0,2370.0,2222.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,05/02/2026,2100.0,2331.0,2210.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,06/02/2026,2156.0,2317.0,2210.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,07/02/2026,2047.0,2336.0,2189.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,08/02/2026,1855.0,2117.0,2000.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,09/02/2026,2127.0,2280.0,2183.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,10/02/2026,2071.0,2275.0,2167.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,11/02/2026,1937.0,2089.0,2023.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,12/02/2026,2023.0,2223.0,2139.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,13/02/2026,1996.0,2281.0,2140.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,14/02/2026,2059.0,2345.0,2206.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,15/02/2026,2144.0,2357.0,2254.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,16/02/2026,2345.0,2575.0,2451.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,17/02/2026,2311.0,2495.0,9556.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,18/02/2026,2249.0,2493.0,2374.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,19/02/2026,2152.0,2379.0,2301.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,20/02/2026,2020.0,2250.0,2114.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,21/02/2026,1994.0,2250.0,2112.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,22/02/2026,2087.0,2282.0,2143.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,23/02/2026,2035.0,2199.0,2118.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,24/02/2026,2127.0,2267.0,2182.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,25/02/2026,2048.0,2274.0,2184.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,26/02/2026,2065.0,2296.0,2154.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,27/02/2026,1907.0,2134.0,2033.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,28/02/2026,1975.0,2107.0,2031.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,01/03/2026,1963.0,2123.0,2057.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,02/03/2026,1990.0,2256.0,2112.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,03/03/2026,1834.0,2074.0,1972.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,04/03/2026,1897.0,2063.0,2002.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,05/03/2026,2072.0,2238.0,2135.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,06/03/2026,2074.0,2319.0,2221.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,07/03/2026,2374.0,2535.0,2430.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,08/03/2026,2126.0,2336.0,2267.0
Maharashtra,Nashik,NASHIK,tomato,Hybrid,FAQ,09/03/2026,2091.0,2294.0,2203.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,10/03/2026,2116.0,2312.0,2193.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,11/03/2026,2017.0,2239.0,2162.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,12/03/2026,1950.0,2220.0,2093.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,13/03/2026,1983.0,2231.0,2099.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,14/03/2026,2000.0,2263.0,2121.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,15/03/2026,2026.0,2190.0,2128.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,16/03/2026,1922.0,2129.0,2031.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,17/03/2026,1927.0,2090.0,2039.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,18/03/2026,1890.0,2123.0,2035.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,19/03/2026,1817.0,2030.0,1909.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,20/03/2026,1675.0,1838.0,1766.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,21/03/2026,1693.0,1903.0,1840.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,22/03/2026,1745.0,1945.0,1817.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,23/03/2026,1740.0,1868.0,1810.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,24/03/2026,1728.0,1917.0,1786.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,25/03/2026,1657.0,1926.0,1784.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,26/03/2026,1769.0,1952.0,1824.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,27/03/2026,1765.0,2030.0,7600.0
Maharashtra,Nashik,NASHIK,tomato,Hybrid,FAQ,28/03/2026,1622.0,1880.0,1757.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,29/03/2026,1614.0,1828.0,1762.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,30/03/2026,1570.0,1768.0,1699.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,31/03/2026,1583.0,1790.0,1640.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,01/04/2026,1628.0,1873.0,1733.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,02/04/2026,1554.0,1748.0,1697.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,03/04/2026,1568.0,1824.0,1685.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,04/04/2026,1570.0,1777.0,1666.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,05/04/2026,1566.0,1790.0,1713.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,06/04/2026,1566.0,1724.0,1665.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,07/04/2026,1614.0,1772.0,1678.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,08/04/2026,1857.0,2042.0,1940.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,09/04/2026,1806.0,2053.0,1932.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,10/04/2026,1846.0,1988.0,1933.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,11/04/2026,1797.0,1973.0,1865.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,12/04/2026,1698.0,1849.0,1763.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,13/04/2026,1723.0,1904.0,1812.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,14/04/2026,1869.0,2026.0,1975.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,15/04/2026,1852.0,2071.0,1994.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,16/04/2026,1867.0,2061.0,1954.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,17/04/2026,1804.0,2012.0,1921.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,18/04/2026,1843.0,1995.0,1940.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,19/04/2026,1895.0,2070.0,1990.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,20/04/2026,1849.0,2072.0,1937.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,21/04/2026,1799.0,1936.0,1861.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,22/04/2026,1802.0,2052.0,1944.0
Maharashtra,Nashik,Nashik,Tomato,Hybrid,FAQ,23/04/2026,2071.0,2289.0,2158.0
